,地區,姓名,號次,性別,出生年次,參選年齡,推薦政黨,得票數,得票率,當選註記,是否現任,,
第八屆(2012),桃園縣第06選區,胡鎮埔,3,男,1948,64,無黨籍及未經政黨推薦,53138,31.27%,,否,,
第八屆(2012),澎湖縣第01選區,林炳坤,1,男,1948,64,無黨團結聯盟,20756,46.56%,,是,,
第八屆(2012),新北市第04選區,林濁水,2,男,1947,65,民主進步黨,94126,46.60%,,否,,
第八屆(2012),臺中市第05選區,紀朝川,2,男,1947,65,健保免費連線,2726,1.21%,,否,,
第八屆(2012),臺中市第08選區,齊蓮生,3,男,1947,65,無黨籍及未經政黨推薦,770,0.49%,,否,,
第八屆(2012),臺南市第02選區,楊士昌,3,男,1947,65,無黨籍及未經政黨推薦,2463,1.16%,,否,,
第八屆(2012),桃園縣第02選區,廖正井,1,男,1945,67,中國國民黨,92035,50.21%,*,否,,
第八屆(2012),臺北市第05選區,楊烱煌,2,男,1946,66,無黨籍及未經政黨推薦,703,0.38%,,否,,
第八屆(2012),新北市第04選區,鄭余鎮,1,男,1946,66,健保免費連線,2831,1.40%,,否,,
第八屆(2012),臺中市第01選區,王憲堂,2,男,1946,66,無黨籍及未經政黨推薦,2628,1.75%,,否,,
第八屆(2012),宜蘭縣第01選區,林建榮,1,男,1946,66,中國國民黨,118971,48.30%,,是,,
第八屆(2012),彰化縣第01選區,陳進丁,1,男,1946,66,民主進步黨,62640,34.99%,,否,,
第八屆(2012),新北市第05選區,黃茂,2,男,1944,68,中華民國臺灣基本法連線,543,0.31%,,否,,
第八屆(2012),嘉義市第01選區,江義雄,2,男,1944,68,中國國民黨,71906,48.52%,,是,,
第八屆(2012),全國（平原）,林金瑛,4,女,1944,68,中華民國臺灣基本法連線,706,0.71%,,否,,
第八屆(2012),臺南市第05選區,陳唐山,2,男,1935,77,民主進步黨,120401,52.23%,*,否,,
第八屆(2012),臺北市第05選區,劉美娟,3,女,1943,69,中華民國臺灣基本法連線,572,0.31%,,否,,
第八屆(2012),新北市第12選區,羅福助,4,男,1943,69,無黨籍及未經政黨推薦,37109,21.11%,,否,,
第八屆(2012),彰化縣第03選區,江昭儀,2,男,1943,69,民主進步黨,79969,44.10%,,否,,
第八屆(2012),臺南市第03選區,陳源奇,3,男,1940,72,健保免費連線,2488,1.10%,,否,,
第八屆(2012),臺北市第08選區,李敖,3,男,1937,75,親民黨,9436,5.07%,,否,,
第八屆(2012),臺北市第06選區,趙衍慶,4,男,1936,76,無黨籍及未經政黨推薦,181,0.10%,,否,,
第八屆(2012),臺北市第06選區,陳福民,6,男,1936,76,無黨籍及未經政黨推薦,2286,1.26%,,否,,
第八屆(2012),臺北市第08選區,方景鈞,2,男,1930,82,無黨籍及未經政黨推薦,907,0.48%,,否,,
第八屆(2012),臺北市第06選區,葉邦宗,1,男,1926,86,無黨籍及未經政黨推薦,354,0.19%,,否,,
第八屆(2012),高雄市第08選區,林景元,1,男,1925,87,無黨籍及未經政黨推薦,2370,1.18%,,否,,
第二屆(1992),花蓮縣,許家琛,,,,,,,,,,,
第二屆(1992),高雄市北區,張智惠,,女,,23,中國國民黨,,,,,,
第二屆(1992),台東縣,賴坤成,,男,,29,民主進步黨,,,,,,
第二屆(1992),雲林縣,許舒博,,男,,30,中國國民黨,,,,,,
第二屆(1992),彰化縣,林錫山,,男,,31,中國國民黨,,,*,,31-35,12
第三屆(1995),臺北市第1選區,王雪峯,9,女,1964,31,民主進步黨,70277,11.67%,*,否,36-40,26
第三屆(1995),高雄市第1選區,陳其邁,7,男,1964,31,民主進步黨,38367,10.60%,*,否,41-45,38
第二屆(1992),宜蘭縣,林錫耀,,男,,32,民主進步黨,,,,,,
第二屆(1992),高雄市南區,陳建平,,男,,32,中國國民黨,,,*,,46-50,27
第二屆(1992),台北市,陳錦河,,男,,33,中國國民黨,,,,,,
第二屆(1992),金門縣,翁明志,,男,,34,民主進步黨,,,,,,
第二屆(1992),高雄縣,王世雄,,男,,32,中國國民黨,,,*,,51-55,29
第三屆(1995),雲林縣選舉區,許舒博,6,男,1963,32,中國國民黨,67076,19.47%,*,否,56-60,#N/A
第二屆(1992),高雄縣,余政憲,,男,,33,民主進步黨,,,*,,61-65,
第三屆(1995),彰化縣選舉區,林錫山,10,男,1962,33,中國國民黨,62668,10.56%,*,是,66-70,
第二屆(1992),台北市,潘維剛,,女,,35,中國國民黨,,,*,,71-75,
第二屆(1992),台北縣,劉盛良,,男,,35,中國國民黨,,,,,,
第二屆(1992),金門縣,吳成典,,男,,35,中國國民黨,,,,,,
第二屆(1992),台北縣,趙永清,,男,,35,中國國民黨,,,*,,75以上,
第二屆(1992),台北縣,林志嘉,,男,,35,中國國民黨,,,*,,,
第二屆(1992),台北縣,韓國瑜,,男,,35,中國國民黨,,,*,,,
第二屆(1992),高雄市北區,朱星羽,,男,,35,民主進步黨,,,*,,,
第二屆(1992),台北市,林忠山,,男,,36,中國國民黨,,,,,,
第三屆(1995),南投縣選舉區,蔡煌瑯,3,男,1960,35,民主進步黨,43688,19.76%,*,否,,
第二屆(1992),台北縣,陳宏昌,,男,,36,中國國民黨,,,*,,,
第二屆(1992),台中縣,徐中雄,,男,,36,中國國民黨,,,*,,,
第二屆(1992),彰化縣,陳朝容,,男,,36,中國國民黨,,,*,,,
第二屆(1992),台中市,沈智慧,,女,,36,中國國民黨,,,*,,,
第二屆(1992),台北市,秦慧珠,,女,,37,中國國民黨,,,,,,
第二屆(1992),台北縣,王淑慧,,女,,37,民主進步黨,,,,,,
第三屆(1995),臺中縣選舉區,林耀興,9,男,1959,36,中國國民黨,78894,12.36%,*,否,,
第三屆(1995),臺南縣選舉區,李俊毅,4,男,1959,36,民主進步黨,48587,9.80%,*,否,,
第二屆(1992),台北縣,劉炳華,,男,,37,中國國民黨,,,*,,,
第二屆(1992),嘉義縣,翁重鈞,,男,,37,中國國民黨,,,*,,,
第二屆(1992),台北市,陳政忠,,男,,38,中國國民黨,,,,,,
第二屆(1992),台北市,王令麟,,男,,38,中國國民黨,,,,,,
第二屆(1992),台北縣,周慧瑛,,女,,38,民主進步黨,,,,,,
第二屆(1992),屏東縣,蘇嘉全,,男,,37,民主進步黨,,,*,,,
第二屆(1992),台南縣,蘇煥智,,男,,37,民主進步黨,,,*,,,
第二屆(1992),高雄市南區,陳光復,,男,,37,民主進步黨,,,*,,,
第三屆(1995),臺北縣選舉區,林志嘉,4,男,1958,37,中國國民黨,58125,4.11%,*,是,,
第二屆(1992),基隆市,何聖隆,,男,,39,中國國民黨,,,,,,
第三屆(1995),全國（山原）,全文盛,8,男,1958,37,中國國民黨,11000,14.89%,*,否,,
第二屆(1992),台北市,丁守中,,男,,38,中國國民黨,,,*,,,
第二屆(1992),台南市,林瑞銘,,男,,40,中國國民黨,,,,,,
第二屆(1992),新竹市,劉榮隆,,男,,40,中國國民黨,,,,,,
第二屆(1992),嘉義縣,陳明仁,,男,,40,中國國民黨,,,,,,
第二屆(1992),雲林縣,林明義,,男,,38,中國國民黨,,,*,,,
第二屆(1992),連江縣,曹爾忠,,男,,38,中國國民黨,,,*,,,
第二屆(1992),台北縣,周伯倫,,男,,38,民主進步黨,,,*,,,
第三屆(1995),臺北市第2選區,潘維剛,8,女,1957,38,中國國民黨,53984,9.24%,*,是,,
第三屆(1995),臺北市第2選區,周陽山,22,男,1957,38,新黨,54456,9.32%,*,否,,
第三屆(1995),臺北縣選舉區,蔡正揚,9,男,1957,38,新黨,50834,3.59%,*,否,,
第三屆(1995),臺北縣選舉區,趙永清,44,男,1957,38,中國國民黨,54330,3.84%,*,是,,
第二屆(1992),台北市,范巽綠,,女,,41,民主進步黨,,,,,,
第二屆(1992),台北縣,陳光榮,,男,,41,中國國民黨,,,,,,
第二屆(1992),台南市,陳奇森,,男,,41,中國國民黨,,,,,,
第三屆(1995),臺北縣選舉區,韓國瑜,45,男,1957,38,中國國民黨,59109,4.18%,*,是,,
第三屆(1995),桃園縣選舉區,彭紹瑾,9,男,1957,38,民主進步黨,60343,9.45%,*,否,,
第三屆(1995),臺中縣選舉區,徐中雄,1,男,1957,38,中國國民黨,63439,9.94%,*,是,,
第三屆(1995),臺中市選舉區,沈智慧,6,女,1957,38,中國國民黨,57920,16.39%,*,是,,
第二屆(1992),台北縣,蔡憲崇,,男,,42,民主進步黨,,,,,,
第二屆(1992),台北縣,李明興,,男,,42,中國國民黨,,,,,,
第二屆(1992),台中縣,阮貴真,,女,,42,中國國民黨,,,,,,
第二屆(1992),台中縣,郭政權,,男,,39,中國國民黨,,,*,,,
第二屆(1992),高雄市北區,黃昭順,,女,,39,中國國民黨,,,*,,,
第二屆(1992),高雄市北區,林壽山,,男,,39,中國國民黨,,,*,,,
第二屆(1992),高雄市南區,郭金生,,男,,39,中國國民黨,,,*,,,
第三屆(1995),臺北市第1選區,蕭裕珍,7,女,1956,39,民主進步黨,37744,6.27%,*,否,,
第二屆(1992),桃園縣,劉興善,,男,,43,中國國民黨,,,,,,
第三屆(1995),高雄市第1選區,朱星羽,10,男,1956,39,民主進步黨,37453,10.35%,*,是,,
第三屆(1995),臺北縣選舉區,周荃,2,女,1956,39,新黨,70733,5.00%,*,是,,
第三屆(1995),臺北縣選舉區,陳宏昌,7,男,1956,39,中國國民黨,47890,3.38%,*,是,,
第三屆(1995),桃園縣選舉區,賴來焜,11,男,1956,39,新黨,42318,6.63%,*,否,,
第三屆(1995),彰化縣選舉區,陳朝容,9,男,1956,39,中國國民黨,67176,11.32%,*,是,,
第三屆(1995),臺南縣選舉區,蘇煥智,2,男,1956,39,民主進步黨,78445,15.83%,*,是,,
第二屆(1992),台北市,戴天文,,男,,44,中國國民黨,,,,,,
第二屆(1992),屏東縣,余慎,,女,,44,中國國民黨,,,,,,
第二屆(1992),台南縣,陳慶鴻,,男,,44,中國國民黨,,,,,,
第二屆(1992),花蓮縣,魏木村,,男,,44,中國國民黨,,,,,,
第三屆(1995),屏東縣選舉區,蘇嘉全,6,男,1956,39,民主進步黨,85156,21.88%,*,是,,
第二屆(1992),新竹縣,吳東昇,,男,,40,中國國民黨,,,*,,,
第二屆(1992),台中市,劉文慶,,男,,40,民主進步黨,,,*,,,
第三屆(1995),高雄市第2選區,陳光復,16,男,1955,40,民主進步黨,27381,9.16%,*,是,,
第三屆(1995),桃園縣選舉區,鄭寶清,7,男,1955,40,民主進步黨,46243,7.24%,*,否,,
第二屆(1992),台中縣,周秀真,,女,,45,民主進步黨,,,,,,
第二屆(1992),台北市,蔣乃辛,,男,,45,中國國民黨,,,,,,
第二屆(1992),台北市,林鈺祥,,男,,45,中國國民黨,,,,,,
第二屆(1992),澎湖縣,林炳坤,,男,,45,中國國民黨,,,,,,
第二屆(1992),台南市,吳清遊,,男,,45,民主進步黨,,,,,,
第三屆(1995),嘉義縣選舉區,翁重鈞,3,男,1955,40,中國國民黨,74142,31.73%,*,是,,
第三屆(1995),金門縣選舉區,陳清寶,2,男,1955,40,中國國民黨,11041,52.74%,*,是,,
第二屆(1992),台北市,陳水扁,,男,,41,民主進步黨,,,*,,,
第二屆(1992),台北縣,詹裕仁,,男,,41,中國國民黨,,,*,,,
第二屆(1992),嘉義縣,曾振農,,男,,41,中國國民黨,,,*,,,
第二屆(1992),桃園縣,邱垂貞,,男,,41,民主進步黨,,,*,,,
第二屆(1992),台北市,林濁水,,男,,46,民主進步黨,,,,,,
第二屆(1992),宜蘭縣,許國文,,男,,46,中國國民黨,,,,,,
第二屆(1992),新竹市,許武勝,,男,,46,中國國民黨,,,,,,
第二屆(1992),苗栗縣,黃瑞明,,男,,46,民主進步黨,,,,,,
第二屆(1992),基隆市,李進勇,,男,,41,民主進步黨,,,*,,,
第二屆(1992),台北縣,鄭余鎮,,男,,47,民主進步黨,,,,,,
第二屆(1992),新竹市,柯建銘,,男,,41,民主進步黨,,,*,,,
第二屆(1992),台中市,洪奇昌,,男,,41,民主進步黨,,,*,,,
第三屆(1995),臺北市第1選區,丁守中,5,男,1954,41,中國國民黨,57412,9.53%,*,是,,
第三屆(1995),高雄市第1選區,朱高正,1,男,1954,41,新黨,45936,12.70%,*,是,,
第三屆(1995),高雄市第2選區,黃國鐘,11,男,1954,41,新黨,28031,9.38%,*,否,,
第二屆(1992),台北市,蔡璧煌,,男,,48,中國國民黨,,,,,,
第二屆(1992),台北縣,翁純正,,男,,48,中國國民黨,,,,,,
第二屆(1992),台北縣,謝美惠,,女,,48,中國國民黨,,,,,,
第二屆(1992),新竹縣,徐益權,,男,,48,中國國民黨,,,,,,
第二屆(1992),台南縣,謝錦川,,男,,48,民主進步黨,,,,,,
第三屆(1995),臺北縣選舉區,廖學廣,1,男,1954,41,無,76412,5.40%,*,否,,
第二屆(1992),嘉義市,陳鏡仁,,男,,49,中國國民黨,,,,,,
第三屆(1995),臺北縣選舉區,周伯倫,43,男,1954,41,民主進步黨,47239,3.34%,*,是,,
第三屆(1995),桃園縣選舉區,吳克清,6,男,1954,41,中國國民黨,44196,6.92%,*,否,,
第三屆(1995),雲林縣選舉區,林明義,3,男,1954,41,中國國民黨,65726,19.08%,*,是,,
第二屆(1992),台北市,張志民,,男,,50,中國國民黨,,,,,,
第二屆(1992),雲林縣,吳賢二,,男,,50,中國國民黨,,,,,,
第二屆(1992),花蓮縣,鍾利德,,男,,50,中國國民黨,,,,,,
第二屆(1992),台中市,陳楊德,,男,,50,民主進步黨,,,,,,
第二屆(1992),南投縣,王聰松,,男,,50,民主進步黨,,,,,,
第三屆(1995),連江縣選舉區,曹爾忠,3,男,1954,41,中國國民黨,1743,55.99%,*,是,,
第二屆(1992),台北縣,陳婉真,,女,,42,民主進步黨,,,*,,,
第二屆(1992),台北市,洪𣿰哲,,男,,42,中國國民黨,,,*,,,
第二屆(1992),台南市,許添財,,男,,42,民主進步黨,,,*,,,
第二屆(1992),台北市,林富村,,男,,51,中國國民黨,,,,,,
第二屆(1992),台北縣,高文良,,男,,51,中國國民黨,,,,,,
第二屆(1992),台南縣,魏耀乾,,男,,42,民主進步黨,,,*,,,
第三屆(1995),高雄市第1選區,黃昭順,2,女,1953,42,中國國民黨,42571,11.77%,*,是,,
第三屆(1995),高雄市第2選區,郭金生,6,男,1953,42,中國國民黨,27847,9.32%,*,是,,
第三屆(1995),臺北縣選舉區,李應元,28,男,1953,42,民主進步黨,51155,3.62%,*,否,,
第三屆(1995),苗栗縣選舉區,王素筠,7,女,1953,42,中國國民黨,61835,22.81%,*,否,,
第三屆(1995),臺中縣選舉區,郭政權,4,男,1953,42,中國國民黨,74117,11.61%,*,是,,
第三屆(1995),全國（平原）,章仁香,1,女,1953,42,中國國民黨,9923,17.45%,*,否,,
第二屆(1992),苗栗縣,何智輝,,男,,43,中國國民黨,,,*,,,
第二屆(1992),台北市,王秋土,,男,,52,中國國民黨,,,,,,
第二屆(1992),桃園縣,徐鴻進,,男,,52,中國國民黨,,,,,,
第二屆(1992),桃園縣,楊敏盛,,男,,52,中國國民黨,,,,,,
第二屆(1992),南投縣,陳志彬,,男,,43,中國國民黨,,,*,,,
第二屆(1992),南投縣,彭百顯,,男,,43,民主進步黨,,,*,,,
第二屆(1992),台中市,張平沼,,男,,53,中國國民黨,,,,,,
第二屆(1992),台中市,紀萬生,,男,,53,民主進步黨,,,,,,
第二屆(1992),嘉義縣,蔡世淵,,男,,43,民主進步黨,,,*,,,
第二屆(1992),台北市,黃天福,,男,,54,民主進步黨,,,,,,
第二屆(1992),高雄縣,張簡將弘,,男,,54,中國國民黨,,,,,,
第二屆(1992),高雄縣,尤宏,,男,,43,民主進步黨,,,*,,,
第三屆(1995),臺北市第1選區,謝欽宗,3,男,1952,43,中國國民黨,45672,7.58%,*,否,,
第三屆(1995),臺北市第1選區,郝龍斌,16,男,1952,43,新黨,61259,10.17%,*,否,,
第三屆(1995),高雄市第2選區,王志雄,1,男,1952,43,中國國民黨,33903,11.34%,*,否,,
第三屆(1995),高雄縣選舉區,姚立明,12,男,1952,43,新黨,42490,7.81%,*,否,,
第二屆(1992),台北縣,郭正一,,男,,55,中國國民黨,,,,,,
第二屆(1992),台南縣,胡雅雄,,男,,55,中國國民黨,,,,,,
第三屆(1995),屏東縣選舉區,鄭朝明,7,男,1952,43,民主進步黨,53615,13.78%,*,否,,
第三屆(1995),全國（山原）,高揚昇,3,男,1952,43,中國國民黨,10664,14.43%,*,否,,
第三屆(1995),全國（山原）,瓦歷斯．貝林,5,男,1952,43,中國國民黨,13119,17.75%,*,是,,
第二屆(1992),桃園縣,張貴木,,男,,56,民主進步黨,,,,,,
第二屆(1992),澎湖縣,顏明聖,,男,,56,民主進步黨,,,,,,
第二屆(1992),南投縣,沈世雄,,男,,56,中國國民黨,,,,,,
第二屆(1992),台北市,李慶華,,男,,44,中國國民黨,,,*,,,
第二屆(1992),基隆市,周滄淵,,男,,57,民主進步黨,,,,,,
第二屆(1992),彰化縣,許福曜,,男,,57,中國國民黨,,,,,,
第二屆(1992),台北縣,洪秀柱,,女,,44,中國國民黨,,,*,,,
第二屆(1992),台中縣,張文儀,,男,,44,中國國民黨,,,*,,,
第二屆(1992),桃園縣,朱鳳芝,,女,,44,中國國民黨,,,*,,,
第二屆(1992),台南縣,李宗仁,,男,,58,中國國民黨,,,,,,
第二屆(1992),桃園縣,游日正,,男,,44,中國國民黨,,,*,,,
第二屆(1992),高雄縣,蕭金蘭,,女,,44,中國國民黨,,,*,,,
第三屆(1995),高雄市第2選區,林宏宗,8,男,1951,44,無,41234,13.80%,*,否,,
第二屆(1992),台北市,黃金如,,男,,61,中國國民黨,,,,,,
第二屆(1992),彰化縣,許張愛簾,,女,,61,中國國民黨,,,,,,
第二屆(1992),台中縣,田再庭,,男,,62,民主進步黨,,,,,,
第三屆(1995),臺北縣選舉區,傅崐成,49,男,1951,44,新黨,43643,3.08%,*,否,,
第三屆(1995),桃園縣選舉區,邱垂貞,12,男,1951,44,民主進步黨,78926,12.37%,*,是,,
第三屆(1995),嘉義縣選舉區,曾振農,1,男,1951,44,中國國民黨,65841,28.18%,*,是,,
第二屆(1992),雲林縣,鍾淑娟,,女,,26.00,無,,,,,,
第二屆(1992),彰化縣,洪昌榮,,男,,26.00,中華社會民主黨,,,,,,
第二屆(1992),花蓮縣,陳露薇,,女,,27.00,中華社會民主黨,,,,,,
第二屆(1992),彰化縣,林長福,,男,,30.00,無,,,,,,
第二屆(1992),高雄市北區,涂奇祥,,男,,31.00,無,,,,,,
第二屆(1992),台南縣,沈淑芳,,女,,32.00,中華社會民主黨,,,,,,
第二屆(1992),高雄市北區,鄭竹軒,,男,,32.00,中華社會民主黨,,,,,,
第二屆(1992),高雄市南區,王娟萍,,女,,32.00,勞動黨,,,,,,
第二屆(1992),平地同胞,劉文雄,,男,,33,無,,,,,,
第三屆(1995),基隆市選舉區,李進勇,1,男,1951,44,民主進步黨,38900,24.25%,*,是,,
第二屆(1992),桃園縣,藍照慶,,男,,33.00,中華社會民主黨,,,,,,
第二屆(1992),台北市,楊實秋,,男,,34.00,無,,,,,,
第二屆(1992),台北市,曾王君,,男,,34.00,無,,,,,,
第二屆(1992),台東縣,羅國樑,,男,,34.00,中華社會民主黨,,,,,,
第二屆(1992),高雄市南區,許曉丹,,女,,34.00,工黨,,,,,,
第二屆(1992),高雄縣,洪美麗,,女,,34.00,無,,,,,,
第二屆(1992),平地同胞,李訓榮,,男,,35,無,,,,,,
第二屆(1992),台北市,陳學聖,,男,,35.00,無,,,,,,
第二屆(1992),台北市,洪榮生,,男,,35.00,中國團結黨,,,,,,
第二屆(1992),台北市,施坤育,,男,,35.00,中華社會民主黨,,,,,,
第二屆(1992),高雄市北區,謝大清,,男,,35.00,無,,,,,,
第二屆(1992),台北縣,林鴻志,,男,,36.00,中華社會民主黨,,,,,,
第二屆(1992),台中縣,陳新富,,男,,36.00,真理黨,,,,,,
第二屆(1992),基隆市,李賜福,,男,,36.00,中華社會民主黨,,,,,,
第二屆(1992),苗栗縣,林明仁,,男,,36.00,無,,,,,,
第二屆(1992),台南縣,葉天來,,男,,36.00,無,,,,,,
第二屆(1992),台中市,顏光瑋,,男,,36.00,無,,,,,,
第三屆(1995),新竹市選舉區,柯建銘,4,男,1951,44,民主進步黨,42476,32.30%,*,是,,
第二屆(1992),台南市,鄭森隆,,男,,37.00,無,,,,,,
第二屆(1992),屏東縣,王樹圍,,男,,37.00,無,,,,,,
第二屆(1992),苗栗縣,郭豐永,,男,,37.00,無,,,,,,
第二屆(1992),高雄市南區,王德貴,,男,,37.00,中華社會民主黨,,,,,,
第二屆(1992),新竹市,趙福龍,,男,,37.00,無,,,,,,
第三屆(1995),臺南市選舉區,許添財,5,男,1951,44,無,64069,20.07%,*,是,,
第二屆(1992),山地同胞,田茂發,,男,,38,無,,,,,,
第二屆(1992),屏東縣,曾永權,,男,,45,中國國民黨,,,*,,,
第二屆(1992),台北市,金榮勇,,男,,38.00,無,,,,,,
第二屆(1992),台北縣,廖學廣,,男,,38.00,無,,,,,,
第二屆(1992),台北縣,高勝賢,,男,,38.00,無,,,,,,
第二屆(1992),台北縣,蔣維昌,,男,,38.00,真理黨,,,,,,
第二屆(1992),台南市,邱松發,,男,,38.00,無,,,,,,
第二屆(1992),高雄市北區,楊坤立,,男,,38.00,無,,,,,,
